amount,hour,category,distance_from_home_km,txns_last_24h,is_foreign,card_present,fraud_probability,actual_fraud
186.85,18,electronics,8.3,3,0,1,0.091,0
59.99,15,grocery,12.9,2,0,1,0.0913,0
11.89,19,grocery,23.7,1,0,0,0.1033,0
23.75,17,atm,2.6,1,0,0,0.1453,0
26.12,10,restaurant,12.1,0,0,0,0.0816,0
484.28,20,restaurant,1.8,1,0,0,0.0946,0
310.38,16,online_retail,6.6,3,0,1,0.0876,0
57.38,9,restaurant,4.1,1,0,1,0.2799,0
447.22,12,grocery,3.4,0,0,1,0.0762,0
55.2,19,grocery,6.1,2,0,1,0.09,0
5.55,22,fuel,17.2,3,0,1,0.048,0
11.8,21,grocery,6.4,1,0,0,0.09,0
119.85,10,restaurant,3.5,2,0,1,0.0772,0
14.28,17,grocery,2.6,2,0,1,0.1199,0
92.89,22,fuel,9.4,1,1,1,0.1113,0
33.44,17,grocery,11.8,2,0,0,0.0978,0
13.58,16,restaurant,41.3,2,0,1,0.0366,0
215.9,8,online_retail,8.3,1,0,0,0.1357,0
28.28,9,restaurant,5.8,3,0,1,0.3096,0
72.59,9,grocery,8.6,1,0,1,0.0924,0
22.02,12,electronics,4.7,2,0,1,0.1133,0
14.57,10,fuel,4.6,1,0,0,0.0894,0
148.59,12,electronics,12.0,0,1,0,0.0704,0
24.04,12,electronics,5.2,3,0,1,0.1155,0
7.82,21,grocery,5.6,0,0,1,0.0752,0
15.08,9,fuel,0.5,1,0,0,0.1038,0
75.11,10,atm,4.2,3,0,1,0.1022,0
52.04,19,fuel,6.3,1,0,1,0.1201,0
6.57,18,online_retail,1.7,1,0,1,0.1124,0
8.24,7,online_retail,13.6,3,0,1,0.0843,0
31.69,12,atm,0.6,0,0,1,0.0635,0
9.37,11,grocery,11.7,3,0,1,0.0696,0
12.47,17,fuel,15.4,2,0,1,0.0881,0
91.88,13,atm,12.8,0,0,1,0.0743,0
91.68,8,grocery,6.7,2,0,1,0.0965,0
96.89,22,electronics,2.2,2,0,1,0.1061,0
29.31,11,grocery,3.0,1,0,1,0.1203,0
50.4,22,online_retail,5.1,0,0,1,0.0757,0
6.99,9,grocery,3.9,1,0,1,0.1483,0
36.66,17,grocery,5.6,1,0,1,0.1149,0
29.26,19,fuel,0.4,1,0,1,0.0828,0
9.66,19,grocery,3.3,1,0,0,0.0883,0
122.18,11,travel,3.1,3,0,1,0.1452,0
35.59,17,grocery,0.1,1,0,0,0.0722,0
25.0,13,grocery,6.2,2,0,1,0.1155,0
71.18,17,restaurant,2.8,0,0,1,0.0915,0
1.3,19,electronics,4.3,2,0,1,0.267,0
102.23,15,atm,23.5,2,0,1,0.112,0
57.63,21,grocery,1.1,2,0,1,0.1008,0
201.35,15,online_retail,156.6,9,1,0,0.9682,0
24.86,19,electronics,9.1,3,0,1,0.1755,0
44.32,18,online_retail,1.0,0,0,1,0.0973,0
46.87,22,travel,16.0,1,0,1,0.0846,0
41.15,19,grocery,45.2,0,0,1,0.0374,0
65.7,17,online_retail,21.2,3,0,1,0.1146,0
10.84,19,restaurant,3.8,0,0,1,0.0795,0
32.33,7,electronics,2.8,2,0,1,0.1714,0
58.01,17,grocery,2.3,2,0,1,0.0989,0
39.69,12,online_retail,4.4,3,0,0,0.0989,0
31.71,9,restaurant,2.8,1,0,0,0.2288,0
6.42,21,restaurant,2.9,1,0,0,0.0936,0
298.37,15,fuel,4.3,0,0,0,0.0789,0
21.54,8,online_retail,18.3,1,0,0,0.0855,0
34.8,13,atm,9.3,2,0,1,0.0867,0
10.7,8,fuel,24.7,4,0,1,0.0581,0
74.4,21,fuel,1.4,1,0,0,0.0759,0
25.52,15,online_retail,3.4,0,0,1,0.0906,0
20.82,12,restaurant,9.6,1,0,1,0.1045,1
18.52,20,restaurant,3.2,0,0,1,0.1304,0
109.28,15,jewelry,298.6,3,1,0,0.9663,0
130.56,21,grocery,15.7,1,0,0,0.1306,0
22.71,22,fuel,6.7,1,0,1,0.0915,0
39.42,11,online_retail,3.7,0,0,1,0.0968,0
57.62,7,fuel,19.7,0,0,1,0.1249,0
27.67,11,restaurant,14.8,2,0,1,0.0825,0
30.74,16,fuel,19.6,1,0,0,0.134,0
87.26,16,grocery,14.2,1,0,1,0.0903,0
39.75,21,atm,27.6,1,0,1,0.0654,0
50.28,16,restaurant,37.1,2,0,1,0.1557,0
83.59,16,fuel,5.0,2,0,0,0.0936,0
29.92,8,grocery,2.3,1,0,1,0.1621,0
22.77,13,grocery,7.0,2,0,0,0.1155,0
8.28,7,grocery,0.7,1,0,1,0.1196,0
28.89,9,atm,29.5,4,1,1,0.0617,0
914.78,22,travel,55.6,5,0,1,0.947,1
92.35,12,restaurant,25.4,0,0,1,0.0926,0
39.81,9,fuel,0.7,6,0,1,0.1456,0
13.05,13,grocery,44.5,0,0,1,0.0355,0
55.06,21,restaurant,28.6,0,0,1,0.0479,0
11.99,22,online_retail,1.5,6,0,0,0.2868,1
32.57,11,restaurant,4.1,2,0,1,0.1268,0
23.78,11,online_retail,2.1,1,0,1,0.1376,0
127.74,15,restaurant,5.2,3,0,0,0.0874,0
17.12,9,fuel,5.4,2,0,0,0.1772,0
30.22,20,online_retail,35.4,0,0,1,0.0917,0
15.22,12,grocery,3.4,3,0,1,0.1039,0
10.54,8,grocery,2.7,1,0,1,0.1347,0
83.43,13,fuel,56.3,3,0,1,0.0766,0
44.48,8,restaurant,11.4,1,0,1,0.1435,0
188.52,0,electronics,223.7,8,0,1,0.9693,1
63.88,15,online_retail,1.9,1,0,1,0.0865,0
30.86,8,online_retail,4.6,4,0,0,0.1551,0
34.54,9,online_retail,6.7,0,0,1,0.1333,0
178.46,14,fuel,21.6,4,1,0,0.1084,0
257.29,10,travel,10.5,1,0,1,0.055,0
19.67,11,restaurant,0.6,2,0,1,0.0746,0
112.61,8,grocery,4.7,2,0,0,0.1501,0
70.22,15,travel,7.3,1,0,1,0.1089,0
253.25,13,atm,12.4,2,0,1,0.0738,0
63.0,16,fuel,5.0,2,0,1,0.0959,0
19.56,10,restaurant,6.9,2,0,0,0.0968,0
32.47,13,restaurant,0.0,3,0,1,0.0668,0
64.74,9,restaurant,1.2,1,0,1,0.3113,0
11.94,20,grocery,14.7,1,0,1,0.1079,0
36.01,8,travel,12.4,1,0,0,0.0799,0
13.32,17,online_retail,29.1,0,0,1,0.3217,0
45.82,17,grocery,13.4,3,0,1,0.1277,0
17.55,11,grocery,30.0,0,0,1,0.0928,1
16.59,8,electronics,1.8,1,0,1,0.1934,0
20.54,20,grocery,0.8,1,0,1,0.2431,0
202.07,16,online_retail,6.6,0,0,1,0.0877,0
11.35,20,atm,2.1,0,0,1,0.099,0
66.93,16,grocery,0.6,0,0,1,0.0679,0
29.95,7,atm,8.4,3,1,1,0.0702,0
29.3,16,electronics,9.1,3,0,0,0.1284,0
40.6,14,atm,0.9,1,0,0,0.1189,0
9.05,12,atm,10.3,5,0,1,0.0946,0
61.39,18,grocery,24.9,1,1,0,0.1864,0
33.54,8,online_retail,3.9,1,0,1,0.1711,0
9.24,15,restaurant,11.5,2,0,0,0.0737,0
14.09,13,grocery,8.9,0,0,1,0.0822,0
120.57,16,grocery,12.9,2,0,1,0.0694,0
52.83,10,grocery,8.3,1,0,0,0.0556,0
62.85,15,online_retail,18.5,1,0,1,0.0917,0
78.96,15,grocery,5.3,0,0,1,0.0983,0
29.91,18,grocery,0.4,3,0,1,0.0749,0
64.96,13,fuel,17.0,0,0,0,0.0903,0
103.7,9,restaurant,8.4,2,0,1,0.0664,0
26.64,20,grocery,1.1,0,0,1,0.1039,0
21.52,20,grocery,10.0,4,0,1,0.0868,0
21.11,16,grocery,9.7,1,0,1,0.1037,0
1068.53,15,travel,139.0,6,1,0,0.9682,1
22.51,18,grocery,19.9,2,0,1,0.1146,0
301.18,16,restaurant,13.5,0,0,1,0.0616,0
89.44,13,grocery,52.6,0,0,1,0.0257,0
52.43,22,fuel,2.2,1,0,1,0.0708,0
132.89,20,atm,9.8,2,0,1,0.1807,0
15.28,7,online_retail,57.5,3,0,1,0.0902,0
14.64,9,restaurant,28.5,0,0,0,0.0908,0
79.04,14,grocery,72.6,3,0,1,0.2544,0
6.81,21,restaurant,23.6,1,0,0,0.0639,0
72.72,21,restaurant,19.5,4,0,0,0.0556,0
55.33,16,grocery,2.0,3,0,1,0.0989,0
34.38,20,grocery,14.1,1,0,0,0.1128,0
22.66,14,fuel,2.2,0,0,1,0.0987,0
13.74,7,atm,33.0,2,0,0,0.0539,0
34.71,9,online_retail,22.7,1,0,1,0.06,0
89.99,22,grocery,40.1,3,0,1,0.0298,0
4.25,20,grocery,36.1,0,0,1,0.1747,0
3.71,18,grocery,11.4,1,0,1,0.1069,0
36.91,10,atm,8.5,2,0,1,0.0874,0
46.03,11,restaurant,8.8,2,0,1,0.093,0
31.81,19,restaurant,1.9,1,0,1,0.1122,0
9.5,7,fuel,9.2,2,0,0,0.0803,0
238.93,19,grocery,16.3,2,1,1,0.11,0
25.37,7,online_retail,12.7,2,0,1,0.0771,0
47.17,16,restaurant,31.2,0,0,1,0.0869,0
7.06,12,grocery,14.4,2,0,1,0.1043,0
19.52,15,grocery,17.6,4,0,1,0.0912,0
46.05,12,travel,21.5,0,0,1,0.2006,0
36.99,22,fuel,5.4,1,0,1,0.0843,0
64.99,21,electronics,2.6,1,0,1,0.0861,0
13.04,18,restaurant,0.9,1,0,0,0.1106,0
11.02,8,online_retail,1.6,1,0,1,0.2742,0
66.27,19,electronics,11.3,0,0,0,0.0802,0
52.04,12,online_retail,15.0,0,0,0,0.0829,0
21.77,13,online_retail,12.1,3,0,1,0.0885,0
24.14,21,restaurant,1.1,2,0,0,0.0885,0
47.82,20,atm,6.4,2,0,1,0.1554,0
146.78,22,fuel,5.9,3,0,1,0.2519,0
38.77,7,grocery,6.3,0,0,1,0.1147,0
30.46,7,restaurant,3.1,2,0,1,0.1253,0
54.62,22,fuel,1.2,1,0,1,0.0746,0
35.1,8,restaurant,16.8,1,0,1,0.0835,0
25.56,22,fuel,1.4,4,0,0,0.0644,0
28.5,21,online_retail,1.5,3,0,1,0.1004,0
24.24,20,fuel,0.3,0,0,0,0.0765,0
2.77,13,electronics,9.8,1,0,1,0.2004,0
32.76,9,restaurant,5.8,2,0,0,0.1727,0
44.57,13,online_retail,7.7,0,0,0,0.0839,0
46.34,21,restaurant,3.8,0,0,1,0.2553,0
145.4,3,online_retail,179.9,8,0,1,0.9693,1
74.26,13,atm,20.2,2,0,1,0.0869,0
22.5,13,grocery,9.8,0,0,1,0.0932,0
89.12,19,electronics,6.2,1,0,1,0.0968,0
12.51,7,restaurant,0.4,1,0,1,0.0884,0
71.34,9,online_retail,28.1,1,0,0,0.0517,0
21.39,21,fuel,19.8,0,0,1,0.0972,0
11.51,21,fuel,5.0,0,0,1,0.0761,0
13.66,21,online_retail,4.2,4,0,1,0.0932,0
28.79,16,grocery,12.0,0,0,1,0.0959,0
96.89,13,restaurant,5.7,2,0,0,0.086,0
19.31,8,grocery,26.8,1,0,0,0.0724,0
33.51,17,grocery,9.0,4,1,1,0.0984,0
9.97,19,grocery,7.9,1,0,1,0.0701,0
5.3,7,online_retail,0.4,1,0,1,0.3561,0
11.14,9,atm,3.0,1,0,1,0.1207,0
12.45,12,online_retail,8.0,1,0,0,0.0769,0
45.87,22,online_retail,5.7,1,0,1,0.0875,0
15.65,13,grocery,9.7,4,0,0,0.0728,0
19.3,13,fuel,16.4,2,0,1,0.1002,0
48.57,13,fuel,6.6,0,0,1,0.1699,0
69.13,7,travel,14.3,0,0,1,0.1321,0
19.02,17,atm,9.2,1,1,1,0.1712,0
58.09,10,online_retail,3.9,0,0,1,0.0725,0
25.62,14,grocery,7.3,2,0,1,0.1155,0
30.17,16,online_retail,16.7,2,0,0,0.0893,0
70.2,14,online_retail,5.1,1,0,0,0.1009,0
33.65,18,online_retail,30.3,3,0,0,0.3088,0
59.36,20,atm,9.8,0,0,1,0.0729,0
77.18,20,grocery,1.1,0,0,1,0.0802,0
111.19,12,electronics,14.3,1,0,1,0.0891,0
8.92,17,grocery,6.0,1,0,1,0.0952,0
35.62,9,travel,4.1,2,0,1,0.1748,0
209.12,17,electronics,47.5,0,0,0,0.0516,0
11.8,21,grocery,22.5,0,0,0,0.0777,0
127.81,22,online_retail,51.8,0,0,1,0.031,0
10.39,16,restaurant,1.1,0,0,1,0.0759,0
8.98,22,atm,10.1,4,0,1,0.0564,0
9.74,19,restaurant,11.0,2,0,1,0.0765,0
28.93,10,grocery,14.7,2,0,1,0.0697,0
138.05,13,online_retail,17.1,0,0,0,0.0956,0
170.61,13,travel,3.9,1,0,1,0.0836,0
188.85,9,grocery,15.3,0,0,0,0.1117,0
29.75,22,jewelry,11.4,0,0,1,0.0714,0
9.08,18,grocery,1.8,3,0,1,0.0799,0
75.84,19,grocery,0.6,2,1,1,0.1549,0
91.61,21,atm,13.0,1,0,0,0.1247,0
176.33,9,online_retail,11.4,0,0,1,0.121,0
16.88,15,restaurant,2.0,3,0,0,0.097,0
7.44,10,fuel,21.1,1,0,0,0.0839,0
91.45,15,restaurant,26.4,2,1,1,0.104,0
28.52,14,travel,2.7,0,0,0,0.0936,0
97.84,15,travel,6.1,2,0,1,0.0878,0
31.0,12,restaurant,18.8,0,0,1,0.1325,0
44.78,7,online_retail,7.3,4,0,1,0.1842,0
65.35,7,online_retail,21.5,1,0,1,0.047,0
74.52,7,travel,11.8,0,0,1,0.1234,0
136.85,20,grocery,2.6,2,0,1,0.1482,0
11.43,16,electronics,11.2,2,0,0,0.0863,0
104.56,12,atm,0.8,2,0,1,0.0609,0
126.15,8,electronics,3.9,2,0,1,0.1195,0
21.98,7,online_retail,21.2,2,0,1,0.1509,0
45.03,10,online_retail,21.3,2,0,0,0.0585,0
28.59,19,atm,5.7,1,0,1,0.1233,0
21.85,20,grocery,2.6,2,0,1,0.112,0
31.92,11,travel,2.9,1,0,1,0.1379,0
12.92,22,online_retail,22.6,3,0,0,0.0959,0
111.28,16,grocery,9.8,2,0,1,0.0685,0
1.95,12,atm,7.7,0,0,1,0.2686,0
61.06,19,restaurant,1.7,2,0,1,0.0892,0
82.2,9,online_retail,10.9,2,0,0,0.0749,0
26.41,11,grocery,0.3,0,0,1,0.0704,0
28.23,16,online_retail,14.5,1,0,0,0.0997,0
21.66,19,fuel,9.2,0,0,1,0.178,0
24.74,9,online_retail,14.1,3,0,1,0.0766,0
16.14,9,atm,31.2,1,0,1,0.0533,0
4.19,11,atm,21.2,2,0,0,0.1062,0
40.29,21,atm,22.0,2,0,0,0.077,0
23.07,21,grocery,3.0,2,0,1,0.0964,0
28.83,20,grocery,3.6,3,0,0,0.112,0
11.72,22,online_retail,10.8,0,0,0,0.0623,0
7.68,8,online_retail,16.0,1,0,1,0.0988,0
6.26,17,fuel,30.7,3,0,1,0.0785,0
28.19,10,grocery,2.5,4,0,1,0.0853,0
19.34,15,restaurant,30.9,3,0,1,0.099,0
29.8,21,grocery,9.3,0,0,0,0.0813,0
50.77,11,online_retail,8.3,1,0,0,0.0672,0
222.9,11,restaurant,17.2,0,0,0,0.0863,0
12.54,14,electronics,66.0,0,0,1,0.1149,0
68.29,20,grocery,13.4,1,0,1,0.1056,0
49.21,14,fuel,3.1,1,0,1,0.0783,0
78.0,15,grocery,11.8,3,0,1,0.0971,0
25.69,21,grocery,10.1,0,0,0,0.0815,0
83.17,16,restaurant,14.3,2,0,1,0.082,0
17.53,14,grocery,4.8,4,0,1,0.0898,0
35.23,8,grocery,9.7,2,0,1,0.0805,0
52.39,15,atm,1.8,1,0,1,0.0794,0
53.35,9,online_retail,9.8,3,0,1,0.0788,0
28.19,18,online_retail,11.9,0,0,1,0.1149,0
143.22,13,atm,12.6,4,0,1,0.3233,0
15.51,12,online_retail,20.5,2,0,1,0.1022,0
9.97,16,fuel,8.3,4,0,0,0.0586,0
21.71,21,fuel,0.1,0,0,1,0.0796,0
41.2,9,travel,17.5,3,0,1,0.0726,0
36.87,15,restaurant,16.4,1,0,1,0.1238,0
57.76,17,grocery,2.9,3,0,1,0.0989,0
17.48,11,online_retail,14.0,1,0,0,0.0798,0
12.95,21,grocery,15.1,1,0,1,0.0719,0
17.31,9,restaurant,28.3,3,0,1,0.0612,0
34.75,21,online_retail,7.2,0,0,1,0.1329,0
30.99,13,fuel,21.4,2,0,0,0.3881,0
32.56,15,grocery,45.8,2,0,0,0.0403,0
170.9,15,restaurant,16.8,0,0,1,0.1096,0
28.71,18,grocery,11.3,0,0,0,0.1039,0
18.36,20,grocery,2.5,1,0,1,0.1439,0
85.51,15,restaurant,1.6,1,0,1,0.0882,0
43.34,16,restaurant,0.3,4,0,1,0.0676,0
20.88,12,fuel,16.3,2,0,1,0.1002,0
13.95,7,grocery,3.6,1,0,1,0.1254,0
53.16,22,fuel,11.7,2,0,0,0.0746,0
246.56,23,online_retail,36.8,5,1,0,0.9649,0
83.98,21,grocery,9.0,0,0,1,0.1924,0
158.03,23,electronics,536.4,8,0,0,0.9682,1
22.8,22,grocery,41.1,2,0,1,0.0285,0
17.07,17,grocery,0.4,2,0,1,0.0673,0
32.15,22,grocery,16.0,3,0,1,0.0685,0
55.44,17,restaurant,29.2,2,0,1,0.1682,0
828.86,2,travel,84.3,11,0,0,0.9693,1
11.92,22,fuel,2.4,2,0,0,0.061,0
177.42,1,atm,16.8,7,1,0,0.9692,0
148.01,12,grocery,12.3,3,0,1,0.0839,0
78.27,18,electronics,8.9,0,0,1,0.1011,0
341.28,12,online_retail,15.7,1,0,1,0.435,0
34.53,22,grocery,5.4,0,0,0,0.0776,0
16.23,9,grocery,37.0,3,0,1,0.0737,0
69.01,12,grocery,8.6,4,0,1,0.0739,0
10.64,21,grocery,3.9,1,0,1,0.0898,0
24.69,15,atm,55.3,2,0,1,0.0696,0
2.37,7,fuel,3.4,0,0,1,0.2406,0
53.36,19,electronics,63.5,3,0,1,0.8417,0
29.7,7,jewelry,4.3,1,0,1,0.1328,0
17.61,10,restaurant,0.1,1,0,1,0.054,0
77.62,7,travel,3.5,1,0,1,0.118,0
70.12,13,online_retail,0.4,1,0,0,0.0661,0
51.7,19,grocery,20.8,2,0,0,0.0816,0
69.7,14,restaurant,2.5,2,0,1,0.0887,0
10.36,18,atm,4.0,2,0,1,0.0762,0
40.66,10,atm,3.2,3,0,1,0.0774,0
44.24,22,grocery,2.7,2,0,1,0.0798,0
46.15,20,grocery,1.8,1,0,1,0.1108,0
39.32,16,fuel,5.2,0,0,1,0.1057,0
840.73,17,online_retail,3.9,2,0,1,0.1436,0
32.04,22,restaurant,1.4,1,0,1,0.1115,0
92.93,21,grocery,11.4,2,0,1,0.1795,0
17.7,10,restaurant,9.8,0,0,1,0.0687,0
46.66,19,online_retail,9.6,4,0,0,0.2362,0
31.09,17,grocery,24.9,0,0,0,0.1327,0
42.73,7,grocery,35.2,1,0,1,0.0864,0
24.6,19,fuel,2.6,2,0,1,0.1057,0
12.64,12,grocery,2.2,1,0,0,0.0961,0
87.98,8,travel,4.7,2,0,1,0.1286,0
87.76,14,atm,4.8,4,0,0,0.312,0
10.68,10,grocery,3.5,1,0,1,0.0734,0
11.64,19,atm,24.3,1,0,0,0.1033,0
54.22,10,grocery,8.0,1,0,1,0.058,0
52.77,21,fuel,10.8,0,0,1,0.1296,0
21.83,10,fuel,0.4,1,0,1,0.0594,0
7.15,10,grocery,16.2,4,0,0,0.0592,0
13.96,12,online_retail,5.5,0,0,1,0.085,0
27.05,18,restaurant,1.5,1,0,0,0.1081,0
58.16,7,restaurant,3.7,2,0,0,0.1536,0
75.06,16,electronics,27.3,0,0,0,0.1175,0
29.45,8,restaurant,5.1,1,0,1,0.1649,0
75.54,22,travel,10.0,1,0,1,0.0587,0
98.9,10,online_retail,15.4,0,0,1,0.0656,0
41.99,19,grocery,5.7,0,0,1,0.1451,0
15.03,11,grocery,5.3,0,0,1,0.1016,0
67.58,16,atm,17.6,1,0,1,0.0922,0
41.45,17,online_retail,2.5,1,0,1,0.1058,0
113.39,18,travel,12.6,1,0,1,0.1443,0
21.13,22,online_retail,1.1,1,0,1,0.1351,0
15.28,16,online_retail,20.4,1,0,0,0.1674,0
69.63,13,travel,16.4,2,0,1,0.0846,0
12.71,21,online_retail,0.7,3,0,1,0.122,0
47.94,14,restaurant,24.3,1,0,1,0.2668,0
13.03,19,grocery,4.0,1,0,1,0.1148,0
94.74,11,online_retail,12.6,1,0,1,0.0717,0
13.44,9,grocery,3.6,1,0,0,0.1746,0
6.09,16,atm,13.9,0,0,1,0.1092,0
125.89,7,online_retail,10.0,2,0,1,0.0524,0
94.3,1,travel,69.7,4,0,0,0.9702,1
54.09,22,grocery,4.8,0,0,1,0.0674,0
516.85,10,online_retail,15.1,1,0,1,0.3702,0
24.17,11,grocery,19.0,4,0,1,0.0879,0
106.59,15,restaurant,5.8,1,0,0,0.0998,0
8.22,13,travel,24.3,0,0,1,0.1187,0
7.3,21,restaurant,1.0,3,1,1,0.1007,0
91.53,22,grocery,30.3,3,0,1,0.069,0
73.78,20,grocery,23.1,1,0,1,0.09,0
243.57,8,electronics,4.0,2,0,1,0.1166,0
23.58,20,restaurant,16.1,1,0,1,0.1176,0
20.46,9,online_retail,9.1,1,0,1,0.0884,0
12.76,18,fuel,8.0,1,0,0,0.1288,0
31.77,15,grocery,3.8,1,0,1,0.109,0
20.98,14,electronics,32.0,1,0,0,0.1013,0
105.64,21,jewelry,35.1,3,0,1,0.0589,0
108.58,11,restaurant,0.2,3,0,1,0.0546,0
43.27,22,restaurant,5.3,1,0,0,0.0898,0
202.99,18,fuel,16.0,2,0,1,0.1611,0
69.8,18,online_retail,23.0,2,0,1,0.1416,0
18.69,16,fuel,15.0,2,0,0,0.0912,0
13.12,12,fuel,1.5,2,0,0,0.1149,0
221.95,7,restaurant,18.6,1,0,1,0.0958,0
16.73,16,grocery,1.8,0,0,0,0.1589,0
24.74,13,travel,7.8,1,0,0,0.1446,0
55.6,17,atm,5.7,1,0,1,0.0973,0
21.83,13,online_retail,9.7,0,0,1,0.0819,0
59.72,0,travel,104.4,6,0,0,0.9685,0
11.58,19,atm,6.6,0,0,0,0.0887,0
218.27,17,grocery,25.7,2,0,1,0.1359,0
32.91,14,grocery,3.3,1,0,0,0.0991,0
15.96,12,grocery,2.1,2,0,0,0.1039,0
133.39,8,online_retail,37.6,1,0,1,0.0374,0
19.64,22,atm,7.3,0,0,1,0.1412,0
19.54,21,travel,1.5,1,0,1,0.2433,0
15.19,20,electronics,6.5,3,0,0,0.1182,0
143.52,21,fuel,3.7,1,0,1,0.1925,0
20.11,18,electronics,6.6,1,0,1,0.1646,0
24.9,14,electronics,23.0,2,0,0,0.1313,0
5.68,12,grocery,33.5,4,0,0,0.0881,0
81.49,16,grocery,11.2,3,0,1,0.0882,0
17.29,13,grocery,3.3,1,0,0,0.1016,0
11.15,18,atm,0.4,0,0,0,0.0802,0
37.39,7,grocery,15.2,2,0,1,0.0705,0
10.41,11,grocery,29.6,1,0,1,0.0838,0
98.96,19,online_retail,56.1,3,0,1,0.3404,0
102.46,22,atm,104.2,9,0,1,0.9682,1
108.37,16,restaurant,5.7,0,0,1,0.0905,0
17.37,16,online_retail,15.9,2,0,1,0.1206,0
20.35,15,grocery,12.9,2,0,1,0.0975,0
53.14,7,atm,5.3,1,0,1,0.0844,0
15.14,7,restaurant,36.0,2,0,1,0.1116,0
30.56,11,restaurant,0.2,3,0,1,0.0726,0
62.15,12,grocery,9.8,2,0,0,0.0773,0
37.52,9,electronics,15.7,2,0,0,0.1018,0
100.08,4,jewelry,203.5,4,1,0,0.9699,1
27.24,20,restaurant,0.9,1,0,1,0.1129,0
17.29,18,online_retail,5.4,1,0,1,0.1053,0
419.33,11,jewelry,1.0,1,0,1,0.0757,0
85.49,7,fuel,21.8,0,0,1,0.0722,0
58.55,0,jewelry,17.0,6,1,0,0.8541,1
61.97,16,restaurant,5.7,2,0,0,0.0959,0
13.54,15,fuel,5.8,1,0,1,0.0994,0
33.54,13,grocery,24.8,0,0,1,0.1145,0
24.52,8,restaurant,2.4,3,0,1,0.1912,0
60.22,8,grocery,18.4,0,1,1,0.1283,0
119.27,21,grocery,1.0,0,0,1,0.0688,0
10.59,17,restaurant,2.7,3,0,0,0.0799,0
8.45,21,grocery,7.5,2,0,0,0.0811,0
44.12,17,online_retail,2.0,2,0,0,0.0996,0
123.99,12,online_retail,1.9,2,0,0,0.0981,0
45.89,20,fuel,1.9,0,0,1,0.102,0
43.89,14,grocery,2.7,3,0,1,0.0991,0
66.98,10,fuel,6.2,4,0,1,0.0581,0
45.1,1,travel,660.2,9,0,0,0.9685,0
68.07,8,grocery,12.7,3,0,1,0.0564,0
200.37,18,restaurant,12.7,3,0,0,0.1555,0
132.35,12,grocery,17.4,1,0,1,0.103,0
8.52,10,fuel,39.4,1,0,1,0.0353,0
139.46,15,atm,8.5,1,0,1,0.0933,0
67.1,22,fuel,20.4,2,0,0,0.0584,0
15.24,17,travel,1.2,2,0,1,0.0912,0
15.31,14,grocery,2.6,2,0,0,0.0955,0
35.18,16,atm,17.6,0,0,1,0.1044,0
82.72,17,grocery,5.1,1,0,0,0.1068,0
39.67,16,travel,8.6,2,0,1,0.0927,0
23.95,9,fuel,24.5,1,0,0,0.0745,0
19.07,13,grocery,43.3,2,0,1,0.0369,0
31.85,12,online_retail,12.6,2,0,0,0.0885,0
21.01,10,grocery,7.1,2,0,1,0.0968,0
10.28,21,grocery,22.1,1,0,1,0.0662,0
64.28,15,fuel,4.9,0,0,1,0.0924,0
100.82,9,jewelry,9.7,1,0,0,0.0692,0
63.65,11,fuel,2.8,4,0,1,0.0851,0
19.07,13,restaurant,11.6,2,0,1,0.1065,0
103.77,20,grocery,4.6,4,0,1,0.1059,0
37.75,22,grocery,0.4,4,0,1,0.0483,0
16.94,14,grocery,10.0,3,0,1,0.0861,0
23.2,22,atm,16.4,2,0,1,0.0661,1
186.09,19,restaurant,0.2,1,0,1,0.0584,0
96.5,15,restaurant,32.9,4,0,1,0.0733,0
86.59,8,fuel,4.9,0,0,1,0.0992,0
31.1,20,grocery,4.5,2,0,1,0.112,0
31.28,17,electronics,35.6,0,0,0,0.1059,0
73.6,16,online_retail,8.9,3,0,0,0.0799,0
27.45,16,restaurant,12.9,1,0,1,0.0959,0
12.84,18,fuel,8.8,1,0,1,0.0841,0
11.22,19,online_retail,2.0,3,0,0,0.0797,0
4.14,22,restaurant,14.8,3,0,0,0.0482,0
21.66,7,grocery,53.7,1,0,0,0.0217,0
46.5,17,atm,0.1,2,0,1,0.0557,0
5.15,8,fuel,0.7,2,0,1,0.3033,0
37.61,10,atm,21.7,2,0,1,0.0817,0
26.42,14,online_retail,30.8,3,1,0,0.0843,0
13.88,15,fuel,0.4,0,0,0,0.0715,0
22.6,10,grocery,11.3,3,0,0,0.0753,0
70.29,16,grocery,23.5,2,0,1,0.1097,0
67.97,15,electronics,12.7,1,0,1,0.119,0
90.56,17,jewelry,6.0,1,0,1,0.0957,0
49.34,11,grocery,1.6,1,0,1,0.1022,0
24.14,10,restaurant,31.2,0,1,1,0.0507,0
107.95,7,restaurant,13.2,0,0,0,0.0872,0
27.79,16,fuel,13.6,1,0,1,0.0959,0
75.91,20,restaurant,1.2,1,0,1,0.0861,0
28.1,18,grocery,15.5,1,0,1,0.1133,0
75.85,9,online_retail,4.5,1,0,0,0.2486,0
68.12,18,grocery,3.5,5,0,1,0.0724,0
73.35,13,grocery,15.3,1,0,1,0.0994,0
73.68,9,electronics,8.1,3,0,0,0.1241,0
465.25,14,online_retail,6.4,1,0,1,0.3893,0
228.69,11,travel,1.7,2,0,1,0.1636,0
14.9,17,grocery,9.7,3,0,1,0.0853,0
72.24,14,online_retail,15.3,1,0,1,0.0985,0
