amount,hour,category,distance_from_home_km,txns_last_24h,is_foreign,card_present,is_fraud
17.11,7,online_retail,17.0,4,0,1,0
50.93,18,online_retail,8.6,1,0,1,0
13.25,18,grocery,3.9,1,0,0,0
35.26,19,online_retail,8.2,2,0,1,0
7.55,13,grocery,32.0,1,0,1,0
90.91,10,grocery,5.5,2,0,1,0
29.18,15,grocery,17.3,2,0,1,0
18.42,15,grocery,12.4,2,0,1,0
50.37,12,restaurant,11.0,2,1,1,0
94.21,21,restaurant,34.0,1,0,1,0
33.91,21,restaurant,9.9,2,0,1,0
37.28,8,atm,6.4,1,0,0,0
372.58,18,travel,21.9,2,0,1,0
31.79,17,electronics,3.7,0,0,0,0
210.0,12,grocery,5.3,1,1,1,0
26.18,21,grocery,0.3,2,0,1,0
9.02,14,fuel,8.7,1,0,1,0
6.15,9,online_retail,0.3,1,0,1,0
14.73,17,grocery,17.6,3,0,1,0
17.08,16,fuel,1.8,3,0,1,0
33.2,18,jewelry,2.4,2,0,1,0
24.86,20,travel,5.6,1,0,1,0
19.36,16,grocery,7.3,0,0,0,0
34.07,22,travel,63.7,0,0,1,0
10.82,20,atm,94.5,0,0,1,0
14.24,22,grocery,8.0,3,0,1,0
153.72,20,fuel,17.8,1,0,1,0
19.87,14,atm,9.0,0,0,1,0
13.98,16,restaurant,10.6,1,0,1,0
155.72,11,online_retail,4.0,1,0,0,0
20.45,8,travel,33.2,2,0,1,0
116.21,21,electronics,3.8,0,0,1,0
416.21,10,electronics,15.5,2,0,1,0
8.73,9,grocery,7.8,3,0,1,0
32.44,11,atm,10.9,2,1,1,0
10.91,15,restaurant,11.4,3,0,1,0
32.84,9,grocery,2.1,2,0,1,0
57.92,18,restaurant,38.7,0,0,1,0
11.78,7,grocery,0.1,0,0,0,0
19.13,7,fuel,12.6,0,0,1,0
120.13,18,grocery,7.3,1,0,1,0
92.07,11,grocery,15.7,2,0,0,0
141.9,14,fuel,33.2,1,0,0,0
6.42,16,restaurant,5.5,1,0,0,0
103.97,20,electronics,2.6,2,0,0,0
22.98,10,grocery,1.5,1,0,1,0
161.14,21,restaurant,6.2,0,0,1,0
60.48,19,grocery,0.2,3,0,0,0
146.81,8,grocery,16.8,1,0,0,0
49.37,13,online_retail,57.2,1,0,1,0
38.07,12,restaurant,6.0,0,0,1,0
30.91,7,atm,6.4,3,1,1,0
53.11,13,restaurant,16.8,0,0,1,0
13.09,9,grocery,3.7,1,0,1,0
28.26,19,restaurant,3.0,0,0,1,0
194.43,3,online_retail,102.5,3,1,0,1
51.14,15,grocery,83.4,1,0,1,0
94.73,4,electronics,56.9,7,1,1,1
62.21,13,restaurant,16.8,1,0,0,0
118.17,16,grocery,4.9,0,0,1,0
38.88,9,grocery,37.5,2,0,0,0
75.58,20,online_retail,9.4,1,0,1,0
22.32,22,atm,25.8,4,0,1,0
228.67,17,restaurant,15.0,2,0,1,0
18.88,16,fuel,5.2,2,0,0,0
40.35,17,grocery,5.3,0,0,1,0
85.13,15,restaurant,2.5,2,0,1,0
17.93,22,restaurant,9.7,2,0,1,0
66.81,10,restaurant,52.2,3,0,1,0
30.4,20,online_retail,10.1,3,0,0,0
18.92,7,grocery,0.7,1,0,0,0
10.21,7,restaurant,11.0,3,0,1,0
28.24,10,grocery,2.8,0,0,1,0
71.7,10,travel,20.1,1,0,0,0
22.34,15,grocery,12.3,1,0,1,0
25.7,17,travel,21.3,4,0,0,0
79.72,13,grocery,1.3,0,0,1,0
31.17,15,online_retail,9.1,1,0,1,0
154.57,8,electronics,11.9,0,0,1,0
14.12,7,fuel,23.4,1,0,1,0
33.0,11,restaurant,7.2,2,0,0,0
26.95,22,electronics,13.4,2,0,1,0
12.35,18,grocery,6.5,2,0,1,0
46.25,19,online_retail,2.2,1,0,0,0
10.33,21,fuel,1.5,0,0,1,0
37.68,7,grocery,6.0,1,0,1,0
52.68,9,atm,26.9,1,0,1,0
26.64,13,grocery,16.3,1,0,0,0
83.43,13,fuel,56.3,3,0,1,0
15.89,13,online_retail,3.9,1,0,1,0
17.36,14,grocery,16.9,2,0,0,0
30.28,13,travel,43.3,2,0,1,0
37.77,12,electronics,11.8,1,0,0,0
7.22,16,fuel,5.9,0,0,1,0
39.25,14,travel,7.8,1,0,0,0
4.3,7,online_retail,18.1,2,0,1,0
12.71,14,restaurant,5.0,0,0,1,0
313.43,8,electronics,4.2,1,0,1,0
49.36,19,electronics,2.5,0,0,0,0
47.92,9,travel,41.9,1,0,0,0
124.35,10,fuel,0.4,0,0,1,0
36.82,17,grocery,1.1,0,0,1,0
40.57,18,restaurant,6.0,4,0,1,0
29.06,18,online_retail,15.6,0,0,0,0
235.75,11,restaurant,5.1,2,1,0,0
82.16,19,grocery,18.1,0,0,1,0
32.18,13,online_retail,2.2,1,1,1,0
56.73,21,grocery,14.4,1,0,1,0
160.27,22,grocery,2.9,3,0,1,0
95.36,14,online_retail,27.9,2,0,0,0
43.4,8,restaurant,1.7,1,0,1,0
72.46,16,grocery,4.2,5,0,0,0
89.04,20,grocery,5.2,2,0,1,0
31.96,22,electronics,2.4,3,0,1,0
30.02,9,grocery,9.2,0,0,1,0
22.33,12,travel,4.3,1,0,1,0
63.81,17,restaurant,0.2,5,0,0,0
101.75,9,grocery,12.4,1,0,1,0
15.74,18,grocery,8.0,1,0,0,0
86.12,9,grocery,35.6,1,0,1,0
1123.84,2,online_retail,321.4,5,1,0,1
199.1,11,restaurant,1.4,1,0,0,0
18.17,13,atm,8.8,4,0,0,0
95.16,21,restaurant,50.7,0,0,1,0
41.8,16,restaurant,3.9,0,0,1,0
10.58,19,fuel,8.1,1,0,1,0
34.93,17,online_retail,6.5,1,0,1,0
51.58,20,restaurant,8.7,1,0,1,0
132.38,19,restaurant,3.1,2,0,1,0
170.33,17,restaurant,11.6,0,0,0,0
93.18,16,online_retail,15.1,0,0,1,0
30.63,16,fuel,10.2,1,0,1,0
18.8,8,restaurant,7.8,3,0,1,0
40.84,10,restaurant,0.6,1,0,1,0
59.96,13,online_retail,13.0,1,0,0,0
24.3,18,restaurant,21.4,3,0,1,0
19.64,9,online_retail,0.6,0,0,1,0
37.7,18,grocery,8.7,1,0,1,0
95.92,19,travel,20.5,2,0,0,0
311.77,13,restaurant,2.4,2,0,1,0
37.51,13,online_retail,0.8,1,0,1,0
11.69,15,fuel,10.6,0,0,1,0
10.66,14,fuel,38.4,1,0,0,0
87.71,22,atm,2.7,1,0,1,0
66.92,14,grocery,10.6,1,0,1,0
8.14,10,online_retail,21.2,1,0,1,0
24.8,10,restaurant,5.9,3,0,0,0
23.56,19,online_retail,27.2,4,0,1,0
32.14,7,online_retail,10.9,2,0,1,0
41.68,14,grocery,16.4,1,0,0,0
62.06,13,online_retail,15.2,2,0,1,0
34.09,16,restaurant,37.8,0,0,1,0
8.17,21,grocery,22.2,1,0,1,0
28.05,20,grocery,7.0,1,0,0,0
37.08,20,fuel,3.9,2,0,1,0
203.18,12,electronics,11.8,2,1,1,0
23.34,15,fuel,2.4,2,0,1,0
42.29,14,restaurant,0.9,1,0,1,0
47.94,16,electronics,12.7,1,0,1,0
28.79,11,restaurant,8.6,3,0,1,0
500.29,21,fuel,5.6,2,0,1,0
5.31,15,online_retail,2.3,0,0,1,0
28.04,15,grocery,28.8,2,0,1,0
40.14,21,online_retail,4.2,0,0,1,0
36.27,13,grocery,21.8,1,0,0,0
13.11,15,restaurant,8.4,1,0,1,0
7.6,22,fuel,5.0,3,0,1,0
76.18,20,grocery,31.6,2,0,1,0
47.96,17,grocery,1.0,2,0,1,0
14.44,20,restaurant,31.0,4,0,0,0
35.84,12,electronics,18.9,3,0,0,0
43.7,8,electronics,0.1,2,0,0,0
83.9,8,restaurant,7.2,1,0,1,0
24.55,17,travel,41.5,3,0,0,0
10.07,10,grocery,0.9,1,0,1,0
42.64,20,atm,6.1,0,0,1,0
9.35,9,grocery,18.4,3,0,0,0
216.29,3,electronics,9.8,6,1,0,0
44.12,18,restaurant,14.6,1,0,1,0
36.47,14,atm,4.2,3,0,1,0
50.87,18,travel,37.3,1,0,1,0
47.0,9,online_retail,13.7,2,0,0,0
380.91,23,jewelry,335.1,4,0,0,0
97.82,22,travel,13.0,4,0,1,0
50.76,8,grocery,3.3,1,0,0,0
63.51,9,fuel,10.2,1,0,1,0
59.13,13,grocery,6.0,0,0,1,0
15.24,12,restaurant,9.7,2,0,0,0
34.11,13,grocery,8.1,1,0,0,0
136.28,20,restaurant,2.9,3,0,1,0
43.29,14,online_retail,8.1,1,0,0,0
43.45,17,electronics,5.1,0,0,1,0
27.17,8,fuel,4.9,2,0,1,0
41.46,19,atm,22.0,0,0,1,0
44.16,8,restaurant,8.8,1,0,1,0
33.53,17,fuel,26.8,2,0,0,0
10.74,19,online_retail,7.2,2,0,1,0
13.74,11,travel,2.9,2,0,1,0
69.51,7,grocery,12.1,2,0,1,0
22.51,14,grocery,2.4,1,0,1,0
4.27,8,electronics,33.3,2,0,0,0
42.46,17,online_retail,0.8,1,0,1,0
19.08,10,grocery,9.7,1,0,1,0
29.03,16,restaurant,1.5,0,0,1,0
31.34,17,grocery,13.6,0,0,1,0
138.41,17,restaurant,36.8,3,0,0,0
119.9,17,grocery,3.3,0,0,0,0
29.27,22,grocery,15.8,0,0,0,0
9.34,16,grocery,12.4,2,0,1,0
135.97,20,restaurant,39.5,1,0,1,0
10.18,22,online_retail,8.6,2,0,1,0
57.69,15,grocery,28.5,0,0,0,0
40.55,13,grocery,4.3,2,0,0,0
574.64,14,online_retail,4.3,1,0,1,0
34.21,13,fuel,2.3,3,0,1,0
110.33,20,grocery,6.8,3,0,0,0
13.17,12,grocery,50.6,4,0,1,0
47.88,10,grocery,9.8,1,0,0,0
18.4,18,online_retail,1.9,1,0,1,0
65.59,20,online_retail,2.4,1,1,1,0
25.53,13,online_retail,0.6,4,0,0,0
50.83,7,online_retail,5.5,1,0,0,0
49.84,21,fuel,13.8,2,0,0,0
32.86,21,fuel,6.6,1,0,1,0
99.62,19,atm,1.5,2,0,1,0
24.04,12,electronics,5.2,3,0,1,0
23.97,8,fuel,0.2,1,0,0,0
66.73,7,grocery,11.2,1,0,1,0
62.58,16,electronics,14.3,2,0,0,0
57.89,7,restaurant,1.7,4,0,1,0
65.29,8,atm,15.0,1,0,0,0
14.55,11,grocery,1.9,1,0,1,0
25.85,21,grocery,7.8,1,0,1,0
14.56,11,restaurant,7.4,1,0,0,0
12.94,10,fuel,3.4,1,0,0,0
438.56,18,online_retail,3.6,0,0,1,0
31.71,19,grocery,11.4,1,0,1,0
8.4,12,grocery,43.3,1,0,1,0
17.65,13,restaurant,4.0,2,0,0,0
12.71,20,atm,23.5,1,0,1,0
18.94,11,atm,6.8,0,1,1,0
8.26,15,online_retail,7.7,1,0,1,0
91.03,17,restaurant,18.5,1,0,0,0
92.05,13,online_retail,8.4,2,0,1,0
111.74,12,atm,24.3,0,0,1,0
60.9,18,online_retail,0.5,2,0,1,0
129.11,10,restaurant,15.3,2,0,1,0
89.86,9,fuel,2.2,0,0,0,0
8.62,7,online_retail,7.4,1,0,1,1
20.56,14,grocery,10.7,3,0,0,0
32.75,13,atm,11.6,3,0,1,0
51.96,13,atm,4.5,0,0,0,0
69.78,10,grocery,0.2,6,0,1,0
4.21,11,fuel,15.1,3,0,1,0
26.75,15,restaurant,1.0,2,0,1,0
32.57,11,restaurant,4.1,2,0,1,0
30.39,10,restaurant,19.5,2,0,1,0
110.04,22,restaurant,7.4,3,0,1,0
5.5,21,online_retail,3.1,3,0,1,0
60.16,11,atm,9.3,0,0,1,0
25.37,7,online_retail,12.7,2,0,1,0
163.97,17,grocery,21.1,1,0,1,0
6.79,14,grocery,13.4,0,0,1,0
330.12,16,fuel,5.4,0,0,0,0
51.29,8,atm,14.2,1,0,1,0
175.4,20,atm,0.1,2,0,1,0
53.9,8,atm,47.3,1,0,0,0
128.85,14,fuel,1.6,3,0,0,0
64.53,21,online_retail,13.0,1,0,0,0
15.26,7,atm,1.1,0,0,1,0
139.35,7,online_retail,3.3,3,0,1,0
123.99,12,online_retail,1.9,2,0,0,0
26.28,15,travel,6.1,0,0,1,0
198.59,4,electronics,144.8,6,0,1,1
77.71,15,restaurant,34.0,2,0,1,0
67.21,10,grocery,2.5,1,0,1,0
61.13,20,grocery,2.0,1,0,0,0
33.46,12,grocery,28.7,2,0,1,0
279.54,22,online_retail,8.4,0,0,1,0
107.05,18,restaurant,0.6,1,0,1,0
15.98,22,restaurant,0.9,2,0,1,0
9.27,12,restaurant,21.0,1,0,0,0
5.27,13,grocery,5.5,2,0,0,0
20.1,9,online_retail,0.6,1,0,1,0
32.22,13,restaurant,15.1,2,0,1,0
46.14,8,grocery,1.3,3,0,1,0
30.72,13,grocery,16.7,0,0,0,0
8.09,19,online_retail,29.8,1,0,1,0
96.83,22,grocery,0.6,1,0,1,0
11.34,7,restaurant,23.0,2,0,0,0
6.13,16,online_retail,42.1,0,0,1,0
29.84,19,atm,9.6,2,0,1,0
24.95,17,restaurant,30.0,0,0,0,0
23.54,17,grocery,2.4,1,0,1,0
68.21,22,online_retail,0.6,3,0,0,0
185.78,17,grocery,10.5,0,0,1,0
15.51,13,grocery,6.5,1,0,0,0
71.22,20,grocery,9.6,3,0,0,0
7.72,19,grocery,9.5,0,0,1,0
17.7,20,grocery,51.4,0,0,1,0
59.38,20,fuel,27.8,1,0,0,0
37.45,17,grocery,8.3,2,0,1,0
2.31,10,online_retail,0.5,2,0,1,0
52.69,7,restaurant,27.6,3,0,1,0
39.39,7,restaurant,9.8,0,0,1,0
10.92,17,restaurant,10.7,0,0,1,0
21.06,18,restaurant,5.6,1,1,1,0
52.7,8,online_retail,17.0,1,0,0,0
23.4,13,grocery,0.6,2,1,1,0
22.19,7,grocery,9.9,0,0,0,0
53.15,13,electronics,2.8,2,0,1,0
28.42,14,restaurant,1.9,0,0,1,0
12.72,19,grocery,8.3,2,0,1,0
1284.31,0,online_retail,41.9,6,0,0,1
23.15,21,restaurant,3.0,0,0,1,0
14.04,17,travel,3.1,1,0,1,0
108.13,16,online_retail,6.2,1,0,1,0
65.06,11,fuel,4.5,2,0,0,0
27.1,11,atm,10.8,2,0,0,0
34.87,13,restaurant,10.8,2,0,1,0
18.02,9,grocery,14.5,2,0,1,0
74.4,14,grocery,1.7,2,0,1,0
45.91,18,travel,23.0,2,0,0,0
5.39,12,online_retail,43.1,2,0,1,0
38.72,11,online_retail,20.2,2,0,1,0
33.38,21,online_retail,19.1,2,0,1,0
64.46,21,fuel,25.0,1,0,0,0
24.4,11,restaurant,14.9,2,0,1,0
37.9,7,grocery,0.6,1,0,0,0
12.89,11,grocery,23.9,1,0,1,0
53.3,15,grocery,17.5,4,0,1,0
33.85,15,fuel,7.0,0,0,0,0
235.25,8,fuel,0.3,0,0,1,0
26.82,16,restaurant,15.9,1,0,0,0
163.41,20,atm,3.2,2,0,1,0
8.27,21,restaurant,1.4,2,0,1,0
42.05,13,fuel,16.3,1,0,1,0
37.21,12,grocery,13.8,0,0,1,0
13.11,9,fuel,9.7,3,0,1,0
67.84,10,grocery,3.1,1,0,0,0
132.01,8,restaurant,27.0,2,0,1,0
63.15,16,fuel,19.9,1,0,1,0
7.64,8,grocery,7.2,1,0,1,0
78.48,13,grocery,4.2,1,0,1,0
153.29,13,travel,2.1,1,0,0,0
51.31,8,online_retail,7.5,1,0,1,0
149.86,12,travel,15.3,1,0,1,0
11.68,10,fuel,7.2,1,0,1,0
25.82,19,restaurant,16.8,2,0,0,0
31.92,16,fuel,3.9,3,0,1,0
18.82,19,fuel,6.4,3,0,1,0
30.06,20,grocery,0.3,3,0,1,0
7.82,14,grocery,6.6,0,0,1,0
46.68,7,electronics,20.3,1,0,1,0
22.28,20,grocery,0.4,1,0,1,0
57.61,7,grocery,16.9,2,0,1,0
31.3,14,atm,0.6,3,0,1,0
178.52,8,grocery,28.5,3,0,0,0
29.04,17,grocery,6.0,1,0,1,0
104.95,14,online_retail,5.5,2,0,0,0
125.96,14,online_retail,3.2,0,0,1,0
55.32,9,grocery,13.1,1,0,0,0
18.75,13,restaurant,2.5,2,0,1,0
15.95,12,grocery,43.0,2,0,1,0
54.75,16,restaurant,11.6,0,0,1,0
24.78,11,online_retail,28.3,3,0,0,0
79.28,10,atm,4.0,2,0,0,0
107.73,22,online_retail,11.1,0,1,1,0
8.36,16,online_retail,33.2,0,0,1,0
22.71,15,grocery,12.1,3,0,0,0
35.38,15,restaurant,7.7,1,0,0,0
33.73,19,grocery,11.9,2,0,1,0
18.9,15,restaurant,14.8,0,0,1,0
17.91,17,restaurant,11.8,3,0,1,0
7.51,10,restaurant,0.2,0,0,1,0
14.44,9,grocery,12.4,1,1,1,0
67.96,19,grocery,17.6,1,0,1,0
39.36,15,restaurant,1.7,1,0,0,0
73.7,12,grocery,4.3,0,0,1,0
116.57,18,online_retail,27.7,3,0,1,0
63.48,21,fuel,18.2,3,0,1,0
26.95,13,grocery,6.9,3,0,1,0
36.5,13,fuel,23.4,1,0,0,0
278.55,8,grocery,1.6,1,0,1,0
7.62,8,restaurant,15.2,1,0,1,0
51.17,22,restaurant,3.4,1,0,1,0
118.49,7,fuel,8.4,2,0,1,0
45.93,21,online_retail,13.6,1,0,1,0
18.96,14,online_retail,6.5,2,0,1,0
28.32,11,grocery,25.9,3,1,1,0
34.64,8,online_retail,7.0,0,0,1,0
17.3,13,travel,12.9,3,0,0,0
44.92,14,grocery,1.6,2,0,1,0
32.85,22,grocery,21.3,2,0,1,0
116.84,14,restaurant,16.5,2,0,1,0
112.47,10,fuel,9.0,1,0,0,0
27.69,10,grocery,1.2,1,0,1,0
25.59,11,online_retail,7.5,1,0,0,0
54.46,9,grocery,7.6,1,0,1,0
114.82,15,grocery,2.3,2,0,1,0
59.32,14,travel,14.3,2,0,1,0
25.59,22,grocery,0.1,1,0,0,0
14.57,15,grocery,34.0,0,0,1,0
60.04,16,travel,4.0,4,0,1,0
31.89,17,online_retail,5.6,1,0,1,0
30.08,21,atm,27.2,3,0,1,0
31.92,16,restaurant,22.9,4,0,0,0
47.56,7,grocery,9.1,2,1,0,0
73.31,17,online_retail,1.5,1,0,0,0
45.83,12,grocery,4.2,2,0,1,0
298.81,9,grocery,26.5,2,0,0,0
111.07,15,restaurant,2.6,1,0,1,0
43.69,7,fuel,8.7,2,0,1,0
25.52,7,atm,9.7,1,0,0,0
27.91,16,grocery,8.2,0,0,1,0
10.35,17,grocery,13.1,1,0,1,0
4.76,9,grocery,7.4,2,0,0,0
180.69,19,restaurant,7.0,1,0,1,0
44.82,11,grocery,9.5,6,0,1,0
13.12,17,restaurant,9.6,1,0,0,0
52.33,17,grocery,11.4,4,0,1,0
11.4,22,travel,11.0,3,0,0,0
101.11,14,travel,9.2,1,0,1,0
55.68,14,online_retail,10.9,0,0,0,0
44.62,13,restaurant,0.8,3,0,0,0
242.68,9,jewelry,61.0,3,0,1,0
24.76,9,restaurant,12.3,1,0,1,0
10.64,18,restaurant,6.7,2,0,1,0
30.8,19,online_retail,7.6,1,0,1,0
42.13,13,grocery,13.1,0,0,1,0
31.98,14,restaurant,3.9,2,0,0,0
22.57,14,online_retail,1.5,0,0,0,0
107.94,8,fuel,3.5,4,0,1,0
96.82,8,atm,4.8,4,0,1,0
89.11,11,fuel,8.1,1,0,1,0
60.45,12,fuel,3.3,4,0,0,0
169.93,18,online_retail,4.2,3,0,1,0
14.95,12,restaurant,29.4,3,0,1,0
295.76,0,online_retail,6.2,5,0,1,1
54.36,9,restaurant,13.3,1,0,0,0
41.83,22,online_retail,4.3,0,0,1,0
46.23,20,grocery,11.9,1,0,1,0
8.01,8,online_retail,24.6,1,0,1,0
32.09,20,fuel,25.0,0,0,1,0
19.28,7,electronics,16.0,1,0,1,0
22.06,19,grocery,9.1,0,0,0,0
11.29,9,restaurant,8.5,0,0,1,0
6.35,18,atm,8.5,0,0,1,0
28.48,7,restaurant,5.0,2,0,0,0
109.89,10,grocery,3.4,1,0,1,0
31.09,16,fuel,3.1,1,0,1,0
84.48,9,atm,13.3,0,0,0,0
13.21,10,jewelry,1.9,2,0,1,0
43.06,10,restaurant,23.6,4,1,1,0
41.38,18,grocery,4.8,1,0,1,0
58.05,7,grocery,4.7,2,0,0,0
32.92,18,grocery,12.9,1,0,0,0
27.77,20,fuel,14.8,2,0,1,0
4.26,15,restaurant,1.7,0,0,1,0
44.25,20,grocery,34.0,2,0,1,0
74.61,12,atm,240.1,7,0,1,1
395.85,7,restaurant,17.1,1,0,1,0
83.22,11,online_retail,1.1,3,0,1,0
341.28,12,online_retail,15.7,1,0,1,0
24.06,9,grocery,11.5,2,0,1,0
228.22,15,atm,17.2,5,1,1,1
48.59,18,fuel,28.3,2,0,1,0
12.44,15,grocery,4.9,0,0,1,0
50.6,16,grocery,1.8,0,0,0,0
24.96,10,fuel,25.2,4,1,1,0
75.97,14,electronics,2.2,1,0,1,0
88.48,20,grocery,6.8,1,0,1,0
7.17,18,grocery,23.6,1,0,1,0
125.87,12,electronics,3.4,1,0,1,0
368.39,11,atm,16.8,2,0,1,0
20.75,13,restaurant,41.0,2,0,1,0
117.88,7,grocery,8.9,3,0,1,0
19.21,16,online_retail,7.9,2,0,1,0
553.7,11,restaurant,5.7,1,0,0,0
45.12,17,travel,8.2,1,0,1,0
3.63,22,atm,5.7,0,0,0,0
179.14,9,restaurant,12.2,3,0,0,0
74.47,9,grocery,24.6,3,0,1,0
132.16,20,online_retail,8.4,1,0,0,0
7.68,18,fuel,20.8,1,0,1,0
86.48,13,grocery,1.2,1,1,0,0
46.83,8,travel,4.4,1,0,1,0
6.17,21,travel,4.5,1,0,1,0
20.26,13,grocery,4.6,2,1,0,0
6.77,20,grocery,50.8,4,0,0,0
41.43,10,grocery,4.0,3,0,1,0
34.58,17,electronics,11.8,3,0,1,0
41.27,12,online_retail,9.0,2,0,0,0
52.11,10,fuel,25.7,0,0,1,0
43.68,7,electronics,10.1,3,1,1,0
45.5,9,electronics,5.6,3,0,1,0
23.18,15,atm,5.0,1,0,0,0
10.73,9,grocery,10.6,1,0,0,0
256.31,11,fuel,3.6,0,0,0,0
10.3,16,travel,6.0,1,0,1,0
61.58,9,restaurant,1.4,2,0,1,0
11.15,12,restaurant,1.9,1,0,1,0
83.97,16,restaurant,10.9,4,0,0,0
16.4,19,grocery,11.8,0,0,1,0
61.12,17,electronics,1.4,0,0,1,0
146.75,21,restaurant,11.5,0,0,1,0
5.3,22,restaurant,28.8,1,0,0,0
16.73,8,atm,5.1,0,0,1,0
210.75,14,restaurant,24.3,1,0,1,0
30.88,12,fuel,21.4,0,0,1,0
332.3,4,online_retail,155.3,9,1,0,1
23.21,22,travel,8.4,1,0,1,0
35.67,11,grocery,50.6,1,0,1,0
17.94,9,atm,20.9,1,0,1,0
43.31,20,grocery,22.5,1,0,1,0
172.24,19,electronics,12.2,2,1,0,0
71.12,13,restaurant,29.5,1,0,1,0
270.95,21,electronics,0.6,3,0,1,0
136.4,16,atm,15.6,0,0,1,0
252.33,15,online_retail,6.9,1,0,1,0
30.62,10,restaurant,10.8,1,0,1,0
68.72,17,grocery,0.4,1,0,1,0
83.92,14,restaurant,6.1,1,0,1,0
69.23,16,online_retail,1.9,1,0,1,0
22.9,11,online_retail,2.9,2,0,0,0
55.16,13,fuel,13.8,1,0,1,0
10.28,17,electronics,3.6,2,0,0,0
32.38,21,online_retail,32.9,2,0,1,0
91.94,21,restaurant,25.8,0,0,1,0
36.2,19,travel,41.7,0,0,1,0
7.37,19,grocery,32.6,2,0,0,0
43.57,8,atm,6.5,0,0,0,0
14.31,10,online_retail,23.9,1,1,0,0
14.85,11,online_retail,10.5,1,0,1,0
26.76,20,restaurant,0.5,0,0,0,0
67.08,21,travel,8.3,0,0,1,0
15.34,20,atm,1.1,0,0,1,0
6.39,7,restaurant,11.0,0,0,1,0
8.28,20,grocery,19.6,1,0,0,0
6.43,14,restaurant,4.5,0,0,0,0
43.17,7,electronics,6.0,3,0,1,0
19.25,11,grocery,10.8,2,0,1,0
66.01,8,electronics,21.1,1,0,0,0
11.52,10,travel,4.8,1,0,1,0
66.18,16,restaurant,16.5,1,0,1,0
3.23,15,restaurant,6.0,2,0,0,0
14.38,10,grocery,1.3,1,0,1,0
28.39,20,grocery,2.3,1,0,1,0
24.35,20,grocery,7.0,0,0,1,0
80.33,19,online_retail,3.8,1,0,1,0
31.83,17,restaurant,7.8,0,0,1,0
76.13,11,travel,17.4,1,0,1,0
60.84,12,fuel,1.3,1,0,1,0
7.47,10,online_retail,2.6,0,0,1,0
19.26,9,online_retail,84.1,2,0,0,0
130.6,20,fuel,4.2,3,0,1,0
43.79,13,travel,16.1,0,1,1,0
59.15,18,electronics,6.5,1,0,1,0
71.87,16,fuel,1.8,5,0,1,0
46.46,17,grocery,15.8,1,0,1,0
26.52,7,grocery,1.5,2,1,1,0
48.56,11,electronics,2.5,2,0,1,0
104.97,7,grocery,2.0,1,0,1,0
53.34,8,restaurant,11.7,2,0,1,0
53.58,12,online_retail,52.7,1,0,1,0
25.47,12,grocery,13.3,1,0,1,0
14.28,20,restaurant,1.6,1,0,1,0
72.08,10,online_retail,39.6,3,0,1,0
26.9,12,grocery,15.3,1,0,1,0
6.85,18,restaurant,24.6,0,0,1,0
25.1,20,online_retail,0.8,3,0,1,0
29.13,18,atm,21.0,1,0,1,0
168.38,9,grocery,4.9,2,0,1,0
30.66,15,fuel,16.6,2,1,1,0
60.67,9,online_retail,4.3,3,0,0,0
445.77,8,grocery,0.1,0,0,1,0
13.99,11,restaurant,0.8,0,0,1,0
19.54,11,restaurant,1.1,1,0,0,0
91.77,11,electronics,65.5,2,0,0,0
33.15,14,grocery,8.9,4,0,1,0
15.69,10,grocery,15.0,4,0,0,0
34.82,8,online_retail,36.8,1,0,0,0
8.52,12,online_retail,17.8,3,0,0,0
43.44,22,fuel,9.6,1,0,0,0
7.91,21,fuel,10.0,1,0,1,0
45.01,12,online_retail,4.1,1,0,1,0
122.13,17,online_retail,3.0,1,0,1,0
5.78,13,restaurant,3.1,0,1,1,0
33.7,18,jewelry,21.4,0,0,0,0
10.19,18,atm,58.7,2,0,1,0
14.77,15,grocery,25.0,1,0,0,0
39.03,12,atm,18.6,6,0,0,0
134.4,7,online_retail,18.1,1,0,0,0
154.33,12,grocery,0.9,4,0,1,0
7.89,20,grocery,6.4,5,0,1,0
162.49,13,online_retail,5.7,0,0,1,0
66.12,18,grocery,3.0,2,0,0,0
13.74,16,electronics,1.4,0,0,1,0
50.24,16,restaurant,2.1,3,0,1,0
61.25,19,grocery,27.5,1,0,0,0
67.51,21,electronics,5.0,2,0,0,0
292.49,7,grocery,30.0,1,0,0,0
45.64,7,fuel,0.2,3,0,1,0
10.81,16,atm,15.5,2,0,1,0
108.64,13,grocery,4.2,5,0,1,0
30.33,17,travel,11.8,4,0,1,0
58.48,13,restaurant,2.1,1,0,0,0
227.5,15,restaurant,27.6,0,0,1,0
24.26,11,online_retail,22.6,1,0,1,0
26.6,12,online_retail,0.3,2,0,1,0
19.98,15,restaurant,3.5,4,1,1,0
97.34,8,atm,19.1,0,0,1,0
15.22,22,grocery,1.2,1,0,0,0
7.64,15,restaurant,2.4,0,0,1,0
25.56,11,online_retail,20.1,3,0,1,0
22.5,21,electronics,23.3,2,0,1,0
36.29,18,atm,29.7,1,0,0,0
60.22,10,restaurant,17.0,2,0,0,0
19.95,18,online_retail,0.6,1,0,1,0
33.28,8,grocery,6.8,2,0,1,0
45.72,11,fuel,1.0,0,0,1,0
37.09,20,restaurant,24.8,0,0,1,0
49.34,11,grocery,1.6,1,0,1,0
40.2,12,online_retail,29.1,0,0,0,0
181.61,7,restaurant,28.0,3,1,1,0
61.11,12,fuel,10.6,0,0,1,0
7.84,13,grocery,8.7,3,0,0,0
